sim_id is_study_rep study_rep sim_rep run_time is_study is_fire_output is_dynamics is_metapop is_metapop_full is_metapop_dynamics is_metapop_pops is_recol_rescue is_plants_pop is_dispersal scenario_file param1 val1
58 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_c 0.3179949
59 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_d 0.6475991
60 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_d 0.6475991
61 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_e -0.0006502
62 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_e -0.0006502
63 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_f 0.2867799
64 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_f 0.2867799
65 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv cone_cycle 1
66 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv cone_cycle 1
67 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv seed_longevity 12
68 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv seed_longevity 12
69 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_a 9.179382
70 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_a 9.179382
71 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_b 8.710231
72 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_b 8.710231
73 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_c 0.6208263
74 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_c 0.6208263
75 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_a 0.053176
76 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_a 0.053176
77 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_b -15.21237
78 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_b -15.21237
79 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_c 0.022191
80 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_c 0.022191
81 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_d 0.023055
82 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_d 0.023055
83 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_e -33.344613
84 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_e -33.344613
85 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 65
86 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 65
87 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles 7.32
88 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles 7.32
89 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv seeds 2
90 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv seeds 2
91 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv firm_seeds 0.83
92 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv firm_seeds 0.83
93 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv viable_seeds 0.744
94 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv viable_seeds 0.744
95 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv insect_a 0.02
96 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv insect_a 0.02
97 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv insect_b 0.18
98 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv insect_b 0.18
99 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv decay_a 0.34
100 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv decay_a 0.34
101 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv decay_b -5.95
102 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv decay_b -5.95
103 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_a 0.3896
104 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_a 0.3896
105 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_b 6.6873
106 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_b 6.6873
107 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_c 0.9588
108 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_c 0.9588
