sim_id is_study_rep study_rep sim_rep run_time is_study is_fire_output is_dynamics is_metapop is_metapop_full is_metapop_dynamics is_metapop_pops is_recol_rescue is_plants_pop is_dispersal scenario_file param1 val1
19 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv fire_size_x 2227.386
20 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv fire_size_x 2333.452
21 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv fire_size_y 3181.9806
22 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv fire_size_y 3358.7573
23 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv fire_size_y 3712.3107
24 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv fire_size_y 3889.0874
25 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv fire_interval_mean 15
26 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv fire_interval_mean 16
27 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv fire_interval_mean 18
28 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv fire_interval_mean 19
29 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv burned_lower_cut 2
30 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv burned_lower_cut 2
31 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv burned_lower_cut 3
32 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv burned_lower_cut 3
33 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv burned_upper_cut 10
34 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv burned_upper_cut 11
35 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv burned_upper_cut 13
36 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv burned_upper_cut 14
37 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv wind_prop 0.135
38 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv wind_prop 0.1425
39 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv wind_prop 0.1575
40 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv wind_prop 0.165
41 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv wind_a 6.1083
42 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv wind_a 6.44765
43 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv wind_a 7.12635
44 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv wind_a 7.4657
45 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv wind_b 0.6084
46 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv wind_b 0.6422
47 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv wind_b 0.7098
48 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv wind_b 0.7436
49 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv birds_dist_max 1125
50 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv birds_dist_max 1187.5
51 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv birds_dist_max 1312.5
52 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv birds_dist_max 1375
53 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv birds_prop 0.063
54 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv birds_prop 0.0665
55 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv birds_prop 0.0735
56 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv birds_prop 0.077
57 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles_distr_a 6.5925
58 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles_distr_a 6.95875
59 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles_distr_a 7.69125
60 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles_distr_a 8.0575
61 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles_distr_b 0
62 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles_distr_b 0
63 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles_distr_b 0
64 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles_distr_b 0
65 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv postfire_follicles_open 0.45
66 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv postfire_follicles_open 0.475
67 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv postfire_follicles_open 0.525
68 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv postfire_follicles_open 0.55
69 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv young 4
70 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv young 4
71 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv young 6
72 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv young 6
73 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv adult 13
74 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv adult 14
75 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv adult 16
76 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv adult 17
77 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_post_min 0.8199
78 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_post_min 0.86545
79 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_post_min 0.95655
80 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_post_min 0.987
81 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_post_max 0.911
82 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_post_max 0.93765
83 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_post_max 1
84 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_post_max 1
85 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_post_mean 0.8307
86 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_post_mean 0.87685
87 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_post_mean 0.96915
88 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_post_mean 1
89 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_weather 0.054
90 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_weather 0.057
91 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_weather 0.063
92 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv recruit_weather 0.066
93 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv senescence_age 22
94 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv senescence_age 23
95 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv senescence_age 27
96 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv senescence_age 28
97 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv senescence_increase 0.009
98 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv senescence_increase 0.0095
99 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv senescence_increase 0.0105
100 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv senescence_increase 0.011
101 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_min 0.018
102 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_min 0.019
103 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_min 0.021
104 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_min 0.022
105 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_a 0.25898598
106 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_a 0.27337409
107 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_a 0.30215031
108 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_a 0.31653842
109 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_b -0.00052992
110 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_b -0.00055936
111 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_b -0.00061824
112 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_b -0.00064768
113 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_c 0.28619541
114 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_c 0.302095155
115 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_c 0.333894645
116 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_c 0.34979439
117 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_d 0.58283919
118 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_d 0.615219145
119 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_d 0.679979055
120 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_d 0.71235901
121 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_e -0.00058518
122 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_e -0.00061769
123 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_e -0.00068271
124 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_e -0.00071522
125 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_f 0.25810191
126 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_f 0.272440905
127 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_f 0.301118895
128 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv mort_f 0.31545789
129 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv cone_cycle 0
130 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv cone_cycle 0
131 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv cone_cycle 2
132 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv cone_cycle 2
133 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv seed_longevity 10
134 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv seed_longevity 11
135 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv seed_longevity 13
136 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv seed_longevity 14
137 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_a 8.2614438
138 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_a 8.7204129
139 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_a 9.6383511
140 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_a 10.0973202
141 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_b 7.8392079
142 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_b 8.27471945
143 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_b 9.14574255
144 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_b 9.5812541
145 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_c 0.55874367
146 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_c 0.589784985
147 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_c 0.651867615
148 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_age_c 0.68290893
149 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_a 0.0478584
150 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_a 0.0505172
151 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_a 0.0558348
152 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_a 0.0584936
153 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_b -13.691133
154 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_b -14.4517515
155 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_b -15.9729885
156 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_b -16.733607
157 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_c 0.0199719
158 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_c 0.02108145
159 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_c 0.02330055
160 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_c 0.0244101
161 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_d 0.0207495
162 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_d 0.02190225
163 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_d 0.02420775
164 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_d 0.0253605
165 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_e -30.0101517
166 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_e -31.67738235
167 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_e -35.01184365
168 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv flower_weather_e -36.6790743
169 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 58.5
170 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 61.75
171 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 68.25
172 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv pollination 71.5
173 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles 6.588
174 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles 6.954
175 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles 7.686
176 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv follicles 8.052
177 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv seeds 1.8
178 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv seeds 1.9
179 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv seeds 2.1
180 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv seeds 2.2
181 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv firm_seeds 0.747
182 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv firm_seeds 0.7885
183 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv firm_seeds 0.8715
184 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv firm_seeds 0.913
185 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv viable_seeds 0.6696
186 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv viable_seeds 0.7068
187 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv viable_seeds 0.7812
188 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv viable_seeds 0.8184
189 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv insect_a 0.018
190 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv insect_a 0.019
191 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv insect_a 0.021
192 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv insect_a 0.022
193 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv insect_b 0.162
194 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv insect_b 0.171
195 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv insect_b 0.189
196 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv insect_b 0.198
197 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv decay_a 0.306
198 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv decay_a 0.323
199 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv decay_a 0.357
200 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv decay_a 0.374
201 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv decay_b -5.355
202 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv decay_b -5.6525
203 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv decay_b -6.2475
204 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv decay_b -6.545
205 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_a 0.35064
206 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_a 0.37012
207 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_a 0.40908
208 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_a 0.42856
209 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_b 6.01857
210 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_b 6.352935
211 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_b 7.021665
212 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_b 7.35603
213 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_c 0.86292
214 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_c 0.91086
215 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_c 1.00674
216 1 study_rep_30.csv 30 500 0 0 0 1 0 0 0 0 0 0 scn_current.csv open_c 1.05468
